Date,2015-05-01,
INDEX VALUE,1000.0000,
EFFECTIVE DATE,TICKER,NAME,ISIN,INDEX SHARES,PRICE,CURRENCY FACTOR,
2015-05-01,KPIT IN Equity,KPIT IN Equity,INE836A01035,2,154.75,63.145000,
2015-05-01,GDPL IN Equity,GDPL IN Equity,INE852F01015,2,361.9,63.145000,
2015-05-01,VGM IN Equity,VGM IN Equity,INE884A01019,2,803.75,63.145000,
2015-05-01,STR IN Equity,STR IN Equity,INE939A01011,2,1016,63.145000,
2015-05-01,DEN IN Equity,DEN IN Equity,INE947J01015,2,125.25,63.145000,
2015-05-01,NTCPH IN Equity,NTCPH IN Equity,INE987B01018,2,2064.7,63.145000,
2015-05-01,BD IN Equity,BD IN Equity,INE032A01023,2,64.1,63.145000,
2015-05-01,ESC IN Equity,ESC IN Equity,INE042A01014,2,122.65,63.145000,
2015-05-01,ABGS IN Equity,ABGS IN Equity,INE067H01016,2,197.6,63.145000,
2015-05-01,PRJ IN Equity,PRJ IN Equity,INE074A01025,2,60.55,63.145000,
2015-05-01,KSI IN Equity,KSI IN Equity,INE087A01019,2,124.15,63.145000,
2015-05-01,DELTA IN Equity,DELTA IN Equity,INE124G01033,2,80.05,63.145000,
2015-05-01,PEC IN Equity,PEC IN Equity,INE244B01030,2,79.8,63.145000,
2015-05-01,ALOK IN Equity,ALOK IN Equity,INE270A01011,2,7.1,63.145000,
2015-05-01,SJET IN Equity,SJET IN Equity,INE285B01017,2,18.6,63.145000,
2015-05-01,BYKE IN Equity,BYKE IN Equity,INE319B01014,2,162.15,63.145000,
2015-05-01,GITG IN Equity,GITG IN Equity,INE346H01014,2,42.45,63.145000,
2015-05-01,HSI IN Equity,HSI IN Equity,INE415A01038,2,393.45,63.145000,
2015-05-01,DCIL IN Equity,DCIL IN Equity,INE506A01018,2,361.8,63.145000,
2015-05-01,MGFL IN Equity,MGFL IN Equity,INE522D01027,2,34.4,63.145000,
2015-05-01,JKI IN Equity,JKI IN Equity,INE573A01042,2,108.35,63.145000,
2015-05-01,LLL IN Equity,LLL IN Equity,INE597L01014,2,296.6,63.145000,
2015-05-01,PKI IN Equity,PKI IN Equity,INE603A01013,2,39.9,63.145000,
2015-05-01,BGRL IN Equity,BGRL IN Equity,INE661I01014,2,120.1,63.145000,
2015-05-01,TTSP IN Equity,TTSP IN Equity,INE674A01014,2,573,63.145000,
2015-05-01,DHLBK IN Equity,DHLBK IN Equity,INE680A01011,2,31.75,63.145000,
2015-05-01,PUNJ IN Equity,PUNJ IN Equity,INE701B01021,2,28.75,63.145000,
2015-05-01,MISP IN Equity,MISP IN Equity,INE743C01013,2,42.7,63.145000,
2015-05-01,SWH IN Equity,SWH IN Equity,INE824G01012,2,1107.75,63.145000,
2015-05-01,EDA IN Equity,EDA IN Equity,INE825H01017,2,233.7,63.145000,
2015-05-01,NJCC IN Equity,NJCC IN Equity,INE868B01028,2,93.45,63.145000,
2015-05-01,IVRC IN Equity,IVRC IN Equity,INE875A01025,2,14.45,63.145000,
2015-05-01,RAJT IN Equity,RAJT IN Equity,INE952H01027,2,112.2,63.145000,
2015-05-01,INFO IN Equity,INFO IN Equity,INE009A01021,2,1960.9,63.145000,
2015-05-01,RELI IN Equity,RELI IN Equity,INE036A01016,2,418.9,63.145000,
2015-05-01,CIPLA IN Equity,CIPLA IN Equity,INE059A01026,2,631.65,63.145000,
2015-05-01,GAIL IN Equity,GAIL IN Equity,INE129A01019,2,357.9,63.145000,
2015-05-01,GLXO IN Equity,GLXO IN Equity,INE159A01016,2,3038.85,63.145000,
2015-05-01,BRIT IN Equity,BRIT IN Equity,INE216A01022,2,2095.05,63.145000,
2015-05-01,TPWR IN Equity,TPWR IN Equity,INE245A01021,2,77.9,63.145000,
2015-05-01,CLGT IN Equity,CLGT IN Equity,INE259A01022,2,2015.65,63.145000,
2015-05-01,TECHM IN Equity,TECHM IN Equity,INE669C01036,2,608.6,63.145000,
2015-05-01,TRP IN Equity,TRP IN Equity,INE685A01028,2,1191.05,63.145000,
2015-05-01,UBBL IN Equity,UBBL IN Equity,INE686F01025,2,930.55,63.145000,
2015-05-01,NTPC IN Equity,NTPC IN Equity,INE733E01010,2,151.3,63.145000,
2015-05-01,PWGR IN Equity,PWGR IN Equity,INE752E01010,2,144.45,63.145000,
2015-05-01,NHPC IN Equity,NHPC IN Equity,INE848E01016,2,19.75,63.145000,
2015-05-01,UNSP IN Equity,UNSP IN Equity,INE854D01016,2,3438.25,63.145000,
2015-05-01,GNP IN Equity,GNP IN Equity,INE935A01035,2,861,63.145000,
2015-05-01,CLGX US Equity,CLGX US Equity,US21871D1037,2,39.68,1,
2015-05-01,QEP US Equity,QEP US Equity,US74733V1008,2,22.77,1,
2015-05-01,HHC US Equity,HHC US Equity,US44267D1072,2,153.3,1,
2015-05-01,HII US Equity,HII US Equity,US4464131063,2,137.22,1,
2015-05-01,AMCX US Equity,AMCX US Equity,US00164V1035,2,76.63,1,
2015-05-01,MPC US Equity,MPC US Equity,US56585A1025,2,102.51,1,
2015-05-01,FBHS US Equity,FBHS US Equity,US34964C1062,2,45.76,1,
2015-05-01,XYL US Equity,XYL US Equity,US98419M1009,2,36.37,1,
2015-05-01,XLS US Equity,XLS US Equity,US30162A1088,2,24.6,1,
2015-05-01,VAC US Equity,VAC US Equity,US57164Y1073,2,79.93,1,
2015-05-01,WPX US Equity,WPX US Equity,US98212B1035,2,13.16,1,
2015-05-01,RSE US Equity,RSE US Equity,US7792871011,2,17.92,1,
2015-05-01,POST US Equity,POST US Equity,US7374461041,2,48.43,1,
2015-05-01,PSX US Equity,PSX US Equity,US7185461040,2,81.61,1,
2015-05-01,FRGI US Equity,FRGI US Equity,US31660B1017,2,54.06,1,
2015-05-01,ALEX US Equity,ALEX US Equity,US0144911049,2,41.51,1,
2015-05-01,EGL US Equity,EGL US Equity,US29286C1071,2,29.73,1,
2015-05-01,LVNTA US Equity,LVNTA US Equity,US53071M8800,2,42.7,1,
2015-05-01,ADT US Equity,ADT US Equity,US00101J1060,2,39.93,1,
2015-05-01,KRFT US Equity,KRFT US Equity,US50076Q1067,2,85.88,1,
2015-05-01,RESI US Equity,RESI US Equity,US02153W1009,2,19.91,1,
2015-05-01,ABBV US Equity,ABBV US Equity,US00287Y1091,2,66.49,1,
2015-05-01,STRZA US Equity,STRZA US Equity,US85571Q1022,2,38.54,1,
2015-05-01,AXLL US Equity,AXLL US Equity,US05463D1000,2,43.31,1,
2015-05-01,CST US Equity,CST US Equity,US12646R1059,2,43.51,1,
2015-05-01,NRZ US Equity,NRZ US Equity,US64828T2015,2,17.32,1,
2015-05-01,NWSA US Equity,NWSA US Equity,US65249B1098,2,15.97,1,
2015-05-01,MUSA US Equity,MUSA US Equity,US6267551025,2,68.55,1,
2015-05-01,SAIC US Equity,SAIC US Equity,US8086251076,2,52.27,1,
2015-05-01,FTD US Equity,FTD US Equity,US30281V1089,2,29.52,1,
2015-05-01,GLPI US Equity,GLPI US Equity,US36467J1088,2,36.24,1,
2015-05-01,OGS US Equity,OGS US Equity,US68235P1084,2,42.67,1,
2015-05-01,SWAY US Equity,SWAY US Equity,US85571W1099,2,26.58,1,
2015-05-01,NEWM US Equity,NEWM US Equity,US64704V1061,2,22.12,1,
2015-05-01,KN US Equity,KN US Equity,US49926D1090,2,19.56,1,
2015-05-01,LE US Equity,LE US Equity,US51509F1057,2,29.26,1,
2015-05-01,NAVI US Equity,NAVI US Equity,US63938C1080,2,19.9,1,
2015-05-01,WPG US Equity,WPG US Equity,US92939N1028,2,15.49,1,
2015-05-01,DNOW US Equity,DNOW US Equity,US67011P1003,2,22.47,1,
2015-05-01,TIME US Equity,TIME US Equity,US8872281048,2,23,1,
2015-05-01,RYAM US Equity,RYAM US Equity,US75508B1044,2,16.61,1,
2015-05-01,TMST US Equity,TMST US Equity,US8873991033,2,29.55,1,
2015-05-01,NSAM US Equity,NSAM US Equity,US66705Y1047,2,21.54,1,
2015-05-01,TPUB US Equity,TPUB US Equity,US8960821044,2,18.2,1,
2015-05-01,LTRPA US Equity,LTRPA US Equity,US5314651028,2,30.43,1,
2015-05-01,CDK US Equity,CDK US Equity,US12508E1010,2,49,1,
2015-05-01,KEYS US Equity,KEYS US Equity,US49338L1035,2,33.94,1,
2015-05-01,HYH US Equity,HYH US Equity,US40650V1008,2,47.63,1,
2015-05-01,LBRDA US Equity,LBRDA US Equity,US5303071071,2,53.4,1,
2015-05-01,SNR US Equity,SNR US Equity,US6486911034,2,16.61,1,
2015-05-01,ENVA US Equity,ENVA US Equity,US29357K1034,2,19,1,
2015-05-01,CRC US Equity,CRC US Equity,US13057Q1076,2,8.57,1,
2015-05-01,KLXI US Equity,KLXI US Equity,US4825391034,2,40.96,1,
2015-05-01,UE US Equity,UE US Equity,US91704F1049,2,23.23,1,
2015-05-01,XHR US Equity,XHR US Equity,US9840171030,2,22.56,1,
2015-05-01,VSTO US Equity,VSTO US Equity,US9283771007,2,44.25,1,
2015-05-01,BRK/A US Equity,BRK/A US Equity,US0846701086,2,215150,1,
2015-05-01,WFC US Equity,WFC US Equity,US9497461015,2,55.41,1,
2015-05-01,WMT US Equity,WMT US Equity,US9311421039,2,79.1,1,
2015-05-01,JPM US Equity,JPM US Equity,US46625H1005,2,62.76,1,
2015-05-01,BAC US Equity,BAC US Equity,US0605051046,2,15.65,1,
2015-05-01,DIS US Equity,DIS US Equity,US2546871060,2,109.92,1,
2015-05-01,CMCSA US Equity,CMCSA US Equity,US20030N1019,2,59,1,
2015-05-01,HD US Equity,HD US Equity,US4370761029,2,110.58,1,
2015-05-01,AMGN US Equity,AMGN US Equity,US0311621009,2,162.49,1,
2015-05-01,UNP US Equity,UNP US Equity,US9078181081,2,107.89,1,
2015-05-01,AXP US Equity,AXP US Equity,US0258161092,2,77.49,1,
2015-05-01,CVS US Equity,CVS US Equity,US1266501006,2,101.97,1,
2015-05-01,UPS US Equity,UPS US Equity,US9113121068,2,100.77,1,
2015-05-01,UNH US Equity,UNH US Equity,US91324P1021,2,117.59,1,
2015-05-01,BIIB US Equity,BIIB US Equity,US09062X1037,2,374.68,1,
2015-05-01,OXY US Equity,OXY US Equity,US6745991058,2,79.7,1,
2015-05-01,AIG US Equity,AIG US Equity,US0268747849,2,56.8,1,
2015-05-01,EPD US Equity,EPD US Equity,US2937921078,2,33.04,1,
2015-05-01,USB US Equity,USB US Equity,US9029733048,2,42.87,1,
2015-05-01,MS US Equity,MS US Equity,US6174464486,2,37.04,1,
2015-05-01,TWX US Equity,TWX US Equity,US8873173038,2,84.98,1,
2015-05-01,MET US Equity,MET US Equity,US59156R1086,2,50.85,1,
2015-05-01,EOG US Equity,EOG US Equity,US26875P1012,2,98.46,1,
2015-05-01,ACT US Equity,ACT US Equity,IE00BD1NQJ95,2,288.1,1,
2015-05-01,SBUX US Equity,SBUX US Equity,US8552441094,2,50.61,1,
2015-05-01,WBA US Equity,WBA US Equity,US9314271084,2,86.08,1,
2015-05-01,APC US Equity,APC US Equity,US0325111070,2,93.66,1,
2015-05-01,BLK US Equity,BLK US Equity,US09247X1019,2,377.85,1,
2015-05-01,LMT US Equity,LMT US Equity,US5398301094,2,194.02,1,
2015-05-01,ESRX US Equity,ESRX US Equity,US30219G1085,2,87.5,1,
2015-05-01,COST US Equity,COST US Equity,US22160K1051,2,146.61,1,
2015-05-01,SPG US Equity,SPG US Equity,US8288061091,2,188.25,1,
2015-05-01,LOW US Equity,LOW US Equity,US5486611073,2,71.74,1,
2015-05-01,COF US Equity,COF US Equity,US14040H1059,2,80.73,1,
2015-05-01,PNC US Equity,PNC US Equity,US6934751057,2,91.41,1,
2015-05-01,MCK US Equity,MCK US Equity,US58155Q1031,2,228.52,1,
2015-05-01,WMB US Equity,WMB US Equity,US9694571004,2,51.92,1,
2015-05-01,BK US Equity,BK US Equity,US0640581007,2,42.76,1,
2015-05-01,DTV US Equity,DTV US Equity,US25490A3095,2,91.54,1,
2015-05-01,NEE US Equity,NEE US Equity,US65339F1012,2,104.1,1,
2015-05-01,FDX US Equity,FDX US Equity,US31428X1063,2,171.24,1,
2015-05-01,KMI US Equity,KMI US Equity,US49456B1017,2,43.2,1,
2015-05-01,TWC US Equity,TWC US Equity,US88732J2078,2,157.89,1,
2015-05-01,TJX US Equity,TJX US Equity,US8725401090,2,64.92,1,
2015-05-01,AAPL US Equity,AAPL US Equity,US0378331005,2,130.56,1,
2015-05-01,XOM US Equity,XOM US Equity,US30231G1022,2,87.8,1,
2015-05-01,PG US Equity,PG US Equity,US7427181091,2,80.42,1,
2015-05-01,IBM US Equity,IBM US Equity,US4592001014,2,173.92,1,
2015-05-01,PFE US Equity,PFE US Equity,US7170811035,2,34.48,1,
2015-05-01,INTC US Equity,INTC US Equity,US4581401001,2,33.02,1,
2015-05-01,SLB US Equity,SLB US Equity,AN8068571086,2,92.66,1,
2015-05-01,QCOM US Equity,QCOM US Equity,US7475251036,2,69.65,1,
2015-05-01,MMM US Equity,MMM US Equity,US88579Y1010,2,158.33,1,
2015-05-01,MCD US Equity,MCD US Equity,US5801351017,2,96.83,1,
2015-05-01,MA US Equity,MA US Equity,US57636Q1040,2,90.23,1,
2015-05-01,HPQ US Equity,HPQ US Equity,US4282361033,2,33.24,1,
2015-05-01,CAT US Equity,CAT US Equity,US1491231015,2,86.2,1,
2015-05-01,PCLN US Equity,PCLN US Equity,US7415034039,2,1242.12,1,
2015-05-01,DOW US Equity,DOW US Equity,US2605431038,2,51.82,1,
2015-05-01,ABT US Equity,ABT US Equity,US0028241000,2,47.59,1,
2015-05-01,MDLZ US Equity,MDLZ US Equity,US6092071058,2,36.8,1,
2015-05-01,DD US Equity,DD US Equity,US2635341090,2,74.82,1,
2015-05-01,CL US Equity,CL US Equity,US1941621039,2,68.77,1,
2015-05-01,LVS US Equity,LVS US Equity,US5178341070,2,55.39,1,
2015-05-01,TXN US Equity,TXN US Equity,US8825081040,2,55.09,1,
2015-05-01,NOV US Equity,NOV US Equity,US6370711011,2,51.93,1,
2015-05-01,MU US Equity,MU US Equity,US5951121038,2,28.99,1,
2015-05-01,ALXN US Equity,ALXN US Equity,US0153511094,2,171.08,1,
2015-05-01,JCI US Equity,JCI US Equity,US4783661071,2,51.81,1,
2015-05-01,YUM US Equity,YUM US Equity,US9884981013,2,86.84,1,
2015-05-01,AMAT US Equity,AMAT US Equity,US0382221051,2,20.04,1,
2015-05-01,SE US Equity,SE US Equity,US8475601097,2,37.8,1,
2015-05-01,SCCO US Equity,SCCO US Equity,US84265V1052,2,32.32,1,
2015-05-01,GLW US Equity,GLW US Equity,US2193501051,2,22.07,1,
2015-05-01,WDC US Equity,WDC US Equity,US9581021055,2,97.9,1,
2015-05-01,SNDK US Equity,SNDK US Equity,US80004C1018,2,68.69,1,
2015-05-01,WYNN US Equity,WYNN US Equity,US9831341071,2,130.48,1,
2015-05-01,MJN US Equity,MJN US Equity,US5828391061,2,97.61,1,
2015-05-01,A US Equity,A US Equity,US00846U1016,2,42.18,1,
2015-05-01,MOS US Equity,MOS US Equity,US61945C1036,2,44.3,1,
2015-05-01,APH US Equity,APH US Equity,US0320951017,2,55.99,1,
2015-05-01,ADI US Equity,ADI US Equity,US0326541051,2,63.22,1,
2015-05-01,FTI US Equity,FTI US Equity,US30249U1016,2,41.03,1,
2015-05-01,BWA US Equity,BWA US Equity,US0997241064,2,61.07,1,
2015-05-01,TAP US Equity,TAP US Equity,US60871R2094,2,74.7,1,
2015-05-01,NEM US Equity,NEM US Equity,US6516391066,2,26.35,1,
2015-05-01,KLAC US Equity,KLAC US Equity,US4824801009,2,59.77,1,
2015-05-01,SIAL US Equity,SIAL US Equity,US8265521018,2,138.99,1,
2015-05-01,BG US Equity,BG US Equity,BMG169621056,2,86.66,1,
2015-05-01,ADSK US Equity,ADSK US Equity,US0527691069,2,60.66,1,
2015-05-01,CCE US Equity,CCE US Equity,US19122T1097,2,45.34,1,
2015-05-01,LRCX US Equity,LRCX US Equity,US5128071082,2,76.39,1,
2015-05-01,BF/B US Equity,BF/B US Equity,US1156372096,2,92.23,1,
2015-05-01,TRW US Equity,TRW US Equity,US87264S1069,2,105.17,1,
2015-05-01,LEA US Equity,LEA US Equity,US5218652049,2,112.56,1,
2015-05-01,HAR US Equity,HAR US Equity,US4130861093,2,144.14,1,
2015-05-01,AVP US Equity,AVP US Equity,US0543031027,2,8.78,1,
2015-05-01,COTY US Equity,COTY US Equity,US2220702037,2,24.5,1,
2015-05-01,GNTX US Equity,GNTX US Equity,US3719011096,2,17.78,1,
2015-05-01,TUP US Equity,TUP US Equity,US8998961044,2,67,1,
2015-05-01,DAN US Equity,DAN US Equity,US2358252052,2,21.77,1,
2015-05-01,SEB US Equity,SEB US Equity,US8115431079,2,3886.01,1,
2015-05-01,PSMT US Equity,PSMT US Equity,US7415111092,2,83.76,1,
2015-05-01,FDML US Equity,FDML US Equity,US3135494041,2,13.34,1,
2015-05-01,861 HK Equity,861 HK Equity,BMG2759B1072,2,12.38,7.750100,
2015-05-01,1076 HK Equity,1076 HK Equity,BMG4769M1073,2,1.71,7.750100,
2015-05-01,1211 HK Equity,1211 HK Equity,CNE100000296,2,48.85,7.750100,
2015-05-01,3983 HK Equity,3983 HK Equity,CNE1000002D0,2,3.44,7.750100,
2015-05-01,1072 HK Equity,1072 HK Equity,CNE100000304,2,18.12,7.750100,
2015-05-01,489 HK Equity,489 HK Equity,CNE100000312,2,12.92,7.750100,
2015-05-01,2333 HK Equity,2333 HK Equity,CNE100000338,2,58.1,7.750100,
2015-05-01,177 HK Equity,177 HK Equity,CNE1000003J5,2,10.72,7.750100,
2015-05-01,548 HK Equity,548 HK Equity,CNE100000478,2,7.78,7.750100,
2015-05-01,696 HK Equity,696 HK Equity,CNE1000004J3,2,14.54,7.750100,
2015-05-01,2866 HK Equity,2866 HK Equity,CNE100000536,2,4.72,7.750100,
2015-05-01,1666 HK Equity,1666 HK Equity,CNE100000585,2,13.98,7.750100,
2015-05-01,2238 HK Equity,2238 HK Equity,CNE100000Q35,2,8.7,7.750100,
2015-05-01,579 HK Equity,579 HK Equity,CNE100001336,2,3.58,7.750100,
2015-05-01,6837 HK Equity,6837 HK Equity,CNE1000019K9,2,25.6,7.750100,
2015-05-01,2196 HK Equity,2196 HK Equity,CNE100001M79,2,29.55,7.750100,
2015-05-01,6199 HK Equity,6199 HK Equity,CNE100001SC1,2,16.38,7.750100,
2015-05-01,2202 HK Equity,2202 HK Equity,CNE100001SR9,2,19.88,7.750100,
2015-05-01,3699 HK Equity,3699 HK Equity,CNE100001T98,2,62,7.750100,
2015-05-01,54 HK Equity,54 HK Equity,HK0000051067,2,30,7.750100,
2015-05-01,3360 HK Equity,3360 HK Equity,HK0000077468,2,8.07,7.750100,
2015-05-01,291 HK Equity,291 HK Equity,HK0291001490,2,24.6,7.750100,
2015-05-01,691 HK Equity,691 HK Equity,KYG2116M1015,2,6.29,7.750100,
2015-05-01,1728 HK Equity,1728 HK Equity,KYG215A81084,2,5.41,7.750100,
2015-05-01,1833 HK Equity,1833 HK Equity,KYG4922U1031,2,8.86,7.750100,
2015-05-01,BXS US Equity,BXS US Equity,US0596921033,2,24.6,1,
2015-05-01,TCB US Equity,TCB US Equity,US8722751026,2,15.72,1,
2015-05-01,WAFD US Equity,WAFD US Equity,US9388241096,2,22.1,1,
2015-05-01,BOH US Equity,BOH US Equity,US0625401098,2,60.5,1,
2015-05-01,FMER US Equity,FMER US Equity,US3379151026,2,19.3,1,
2015-05-01,HBHC US Equity,HBHC US Equity,US4101201097,2,28.75,1,
2015-05-01,RJF US Equity,RJF US Equity,US7547301090,2,57.22,1,
2015-05-01,CBSH US Equity,CBSH US Equity,US2005251036,2,42.87,1,
2015-05-01,EWBC US Equity,EWBC US Equity,US27579R1041,2,40.94,1,
2015-05-01,FHN US Equity,FHN US Equity,US3205171057,2,14.25,1,
2015-05-01,FNFG US Equity,FNFG US Equity,US33582V1089,2,9.03,1,
2015-05-01,FULT US Equity,FULT US Equity,US3602711000,2,12.12,1,
2015-05-01,PACW US Equity,PACW US Equity,US6952631033,2,45.28,1,
2015-05-01,PB US Equity,PB US Equity,US7436061052,2,51.93,1,
2015-05-01,TRMK US Equity,TRMK US Equity,US8984021027,2,23.98,1,
2015-05-01,VLY US Equity,VLY US Equity,US9197941076,2,9.44,1,
2015-05-01,WBS US Equity,WBS US Equity,US9478901096,2,36.48,1,
2015-05-01,CATY US Equity,CATY US Equity,US1491501045,2,28.95,1,
2015-05-01,IBOC US Equity,IBOC US Equity,US4590441030,2,26.47,1,
2015-05-01,SBNY US Equity,SBNY US Equity,US82669G1040,2,133.03,1,
2015-05-01,SIVB US Equity,SIVB US Equity,US78486Q1013,2,130.79,1,
2015-05-01,UMPQ US Equity,UMPQ US Equity,US9042141039,2,17.34,1,
2015-05-01,ASB US Equity,ASB US Equity,US0454871056,2,18.83,1,
2015-05-01,CYN US Equity,CYN US Equity,US1785661059,2,94.09,1,
2015-05-01,CFR US Equity,CFR US Equity,US2298991090,2,70.71,1,
2015-05-01,SNV US Equity,SNV US Equity,US87161C5013,2,27.87,1,
2015-05-01,SF US Equity,SF US Equity,US8606301021,2,54.36,1,
2015-05-01,PRI US Equity,PRI US Equity,US74164M1080,2,47.5,1,
2015-05-01,SFG US Equity,SFG US Equity,US8528911006,2,73.22,1,
2015-05-01,MCY US Equity,MCY US Equity,US5894001008,2,56.27,1,
2015-05-01,THG US Equity,THG US Equity,US4108671052,2,70.22,1,
2015-05-01,KMPR US Equity,KMPR US Equity,US4884011002,2,38.96,1,
2015-05-01,WRB US Equity,WRB US Equity,US0844231029,2,49.91,1,
2015-05-01,HCC US Equity,HCC US Equity,US4041321021,2,57.82,1,
2015-05-01,ORI US Equity,ORI US Equity,US6802231042,2,15.6,1,
2015-05-01,Y US Equity,Y US Equity,US0171751003,2,478.43,1,
2015-05-01,AHL US Equity,AHL US Equity,BMG053841059,2,47.38,1,
2015-05-01,RE US Equity,RE US Equity,BMG3223R1088,2,181.28,1,
2015-05-01,RGA US Equity,RGA US Equity,US7593516047,2,91.91,1,
2015-05-01,RNR US Equity,RNR US Equity,BMG7496G1033,2,103.4,1,
2015-05-01,AFG US Equity,AFG US Equity,US0259321042,2,64.6,1,
2015-05-01,ACC US Equity,ACC US Equity,US0248351001,2,42.29,1,
2015-05-01,CPT US Equity,CPT US Equity,US1331311027,2,77.45,1,
2015-05-01,EXR US Equity,EXR US Equity,US30225T1025,2,66.85,1,
2015-05-01,HME US Equity,HME US Equity,US4373061039,2,75.36,1,
2015-05-01,MAA US Equity,MAA US Equity,US59522J1034,2,76.72,1,
2015-05-01,UDR US Equity,UDR US Equity,US9026531049,2,33.85,1,
2015-05-01,OFC US Equity,OFC US Equity,US22002T1088,2,27.72,1,
2015-05-01,DRE US Equity,DRE US Equity,US2644115055,2,20.21,1,
2015-05-01,HIW US Equity,HIW US Equity,US4312841087,2,44.97,1,
2015-05-01,KRC US Equity,KRC US Equity,US49427F1084,2,73.43,1,
2015-05-01,LPT US Equity,LPT US Equity,US5311721048,2,35.45,1,
2015-05-01,CLI US Equity,CLI US Equity,US5544891048,2,18.58,1,
2015-05-01,NNN US Equity,NNN US Equity,US6374171063,2,39.95,1,
2015-05-01,EQY US Equity,EQY US Equity,US2947521009,2,25.74,1,
2015-05-01,FRT US Equity,FRT US Equity,US3137472060,2,139.25,1,
2015-05-01,REG US Equity,REG US Equity,US7588491032,2,65.97,1,
2015-05-01,SKT US Equity,SKT US Equity,US8754651060,2,33.91,1,
2015-05-01,TCO US Equity,TCO US Equity,US8766641034,2,73.24,1,
2015-05-01,WRI US Equity,WRI US Equity,US9487411038,2,34.1,1,
2015-05-01,HPT US Equity,HPT US Equity,US44106M1027,2,31.21,1,
2015-05-01,LHO US Equity,LHO US Equity,US5179421087,2,38.06,1,
2015-05-01,CXW US Equity,CXW US Equity,US22025Y4070,2,39.11,1,
2015-05-01,ISCA US Equity,ISCA US Equity,US4603352018,2,36.83,1,
2015-05-01,LTM US Equity,LTM US Equity,US53217R2076,2,71.46,1,
2015-05-01,LYV US Equity,LYV US Equity,US5380341090,2,25.51,1,
2015-05-01,SCI US Equity,SCI US Equity,US8175651046,2,27.98,1,
2015-05-01,KBH US Equity,KBH US Equity,US48666K1097,2,14.98,1,
2015-05-01,MDC US Equity,MDC US Equity,US5526761086,2,27.8,1,
2015-05-01,NVR US Equity,NVR US Equity,US62944T1051,2,1356.65,1,
2015-05-01,TOL US Equity,TOL US Equity,US8894781033,2,36.83,1,
2015-05-01,NBR US Equity,NBR US Equity,BMG6359F1032,2,15.7,1,
2015-05-01,OIS US Equity,OIS US Equity,US6780261052,2,43.45,1,
2015-05-01,PTEN US Equity,PTEN US Equity,US7034811015,2,21.66,1,
2015-05-01,ROSE US Equity,ROSE US Equity,US7777793073,2,21.39,1,
2015-05-01,UNT US Equity,UNT US Equity,US9092181091,2,31.59,1,
2015-05-01,HLX US Equity,HLX US Equity,US42330P1075,2,16.48,1,
2015-05-01,RDC US Equity,RDC US Equity,GB00B6SLMV12,2,19.1,1,
2015-05-01,SPN US Equity,SPN US Equity,US8681571084,2,24.04,1,
2015-05-01,TDW US Equity,TDW US Equity,US8864231027,2,25.57,1,
2015-05-01,KBR US Equity,KBR US Equity,US48242W1062,2,15.87,1,
2015-05-01,OII US Equity,OII US Equity,US6752321025,2,54.55,1,
2015-05-01,DRC US Equity,DRC US Equity,US2616081038,2,82.55,1,
2015-05-01,DRQ US Equity,DRQ US Equity,US2620371045,2,74.08,1,
2015-05-01,EGN US Equity,EGN US Equity,US29265N1081,2,70.76,1,
2015-05-01,STR US Equity,STR US Equity,US7483561020,2,24.25,1,
2015-05-01,SM US Equity,SM US Equity,US78454L1008,2,55.25,1,
2015-05-01,DNR US Equity,DNR US Equity,US2479162081,2,8.16,1,
2015-05-01,GPOR US Equity,GPOR US Equity,US4026353049,2,48.33,1,
2015-05-01,BTU US Equity,BTU US Equity,US7045491047,2,4.49,1,
2015-05-01,HFC US Equity,HFC US Equity,US4361061082,2,39.85,1,
2015-05-01,WNR US Equity,WNR US Equity,US9593191045,2,46.32,1,
2015-05-01,INT US Equity,INT US Equity,US9814751064,2,56.62,1,
2015-05-01,WTR US Equity,WTR US Equity,US03836W1036,2,27.09,1,
2015-05-01,MDU US Equity,MDU US Equity,US5526901096,2,22.65,1,
2015-05-01,NFG US Equity,NFG US Equity,US6361801011,2,64.35,1,
2015-05-01,ATO US Equity,ATO US Equity,US0495601058,2,55.77,1,
2015-05-01,KEX US Equity,KEX US Equity,US4972661064,2,82.76,1,
2015-05-01,UGI US Equity,UGI US Equity,US9026811052,2,35.61,1,
2015-05-01,VVC US Equity,VVC US Equity,US92240G1013,2,44.3,1,
2015-05-01,WGL US Equity,WGL US Equity,US92924F1066,2,57.45,1,
2015-05-01,GXP US Equity,GXP US Equity,US3911641005,2,26.91,1,
2015-05-01,BKH US Equity,BKH US Equity,US0921131092,2,51.02,1,
2015-05-01,CNL US Equity,CNL US Equity,US12561W1053,2,54.55,1,
2015-05-01,WR US Equity,WR US Equity,US95709T1007,2,38.74,1,
2015-05-01,IDA US Equity,IDA US Equity,US4511071064,2,62.55,1,
2015-05-01,LNT US Equity,LNT US Equity,US0188021085,2,62.22,1,
2015-05-01,OGE US Equity,OGE US Equity,US6708371033,2,32.42,1,
2015-05-01,PNM US Equity,PNM US Equity,US69349H1077,2,28.49,1,
2015-05-01,ALB US Equity,ALB US Equity,US0126531013,2,59.45,1,
2015-05-01,CBT US Equity,CBT US Equity,US1270551013,2,46.18,1,
2015-05-01,NEU US Equity,NEU US Equity,US6515871076,2,460,1,
2015-05-01,OLN US Equity,OLN US Equity,US6806652052,2,30.74,1,
